pca_0,pca_1
0.20361395698809837,0.5064451507140236
0.3338411585625295,0.013795848459795423
0.3338187834861271,0.7458648671800564
0.20361395698809837,0.5064451507140236
0.20360649862929758,0.7504681569541105
0.5333873473489342,0.2582774841089679
0.5333724306313326,0.7463234965891419
0.9987210194763572,0.504938288858303
0.9987135611175564,0.74896129509839
0.7304027467040402,0.010047957518841633
0.7303729132688368,0.9861399824791897
0.6667151694627272,0.7562481913626179
0.6636905832978546,0.9980853970929131
0.5316110643643738,0.49847068546294576
0.3320156976264279,0.7488905595519195
0.2036214153468992,0.26242214447393664
0.20361395698809837,0.5064451507140236
0.7304027467040402,0.010047957518841633
0.7289293640129414,0.7461077892199055
0.7319390334602125,0.9923165959697842
0.9967512768243996,0.5012805350103385
0.06858039155565676,0.7487139630697821
0.06754533367912036,0.9849079394982585
0.9987284778351581,0.26091528261821606
0.7943847039257328,0.7425317345666733
0.6651208512150357,0.5012140018334192
0.6651133928562349,0.7452370080735062
0.20312779585536272,0.022711366787041776
0.20171139972322638,0.7478770208724094
0.20271022776003977,0.9930037013399329
0.06561572572753871,0.49569433333520074
0.6651283095738365,0.25719099559333225
0.20361395698809837,0.5064451507140236
0.20257889911156202,0.7426391271424999
0.7304027467040402,0.010047957518841633
0.7289293640129414,0.7461077892199055
0.6681379790211075,0.503399802343211
0.6666795130476105,0.7514136215641007
0.5331846429145501,0.26062429271345344
0.333616079051743,0.7482116757845418
0.20361395698809837,0.5064451507140236
0.20360649862929758,0.7504681569541105
0.6644241990177792,0.015334334974887509
0.6659679441327523,0.753579967185743
0.6659604857739514,0.99760297342583
0.6649181467806518,0.5035608104379047
0.6649106884218509,0.7475838166779917
0.6649032300630501,0.9916068229180788
0.2036214153468992,0.26242214447393664
0.20361395698809837,0.5064451507140236
0.3338411585625295,0.013795848459795423
0.3338187834861271,0.7458648671800564
0.20361395698809837,0.5064451507140236
0.20360649862929758,0.7504681569541105
0.5333873473489342,0.2582774841089679
0.5333724306313326,0.7463234965891419
0.9987210194763572,0.504938288858303
0.9987135611175564,0.74896129509839
0.7304027467040402,0.010047957518841633
0.7303729132688368,0.9861399824791897
0.6667151694627272,0.7562481913626179
0.6636905832978546,0.9980853970929131
0.5316110643643738,0.49847068546294576
0.3320156976264279,0.7488905595519195
0.2036214153468992,0.26242214447393664
0.20361395698809837,0.5064451507140236
0.7304027467040402,0.010047957518841633
0.7289293640129414,0.7461077892199055
0.7319390334602125,0.9923165959697842
0.9967512768243996,0.5012805350103385
0.06858039155565676,0.7487139630697821
0.06754533367912036,0.9849079394982585
0.9987284778351581,0.26091528261821606
0.7943847039257328,0.7425317345666733
0.6651208512150357,0.5012140018334192
0.6651133928562349,0.7452370080735062
0.20312779585536272,0.022711366787041776
0.20171139972322638,0.7478770208724094
0.20271022776003977,0.9930037013399329
0.06561572572753871,0.49569433333520074
0.6651283095738365,0.25719099559333225
0.20361395698809837,0.5064451507140236
0.20257889911156202,0.7426391271424999
0.7304027467040402,0.010047957518841633
0.7289293640129414,0.7461077892199055
0.6681379790211075,0.503399802343211
0.6666795130476105,0.7514136215641007
0.5331846429145501,0.26062429271345344
0.333616079051743,0.7482116757845418
0.20361395698809837,0.5064451507140236
0.20360649862929758,0.7504681569541105
0.6644241990177792,0.015334334974887509
0.6659679441327523,0.753579967185743
0.6659604857739514,0.99760297342583
0.6649181467806518,0.5035608104379047
0.6649106884218509,0.7475838166779917
0.6649032300630501,0.9916068229180788
0.2036214153468992,0.26242214447393664
0.3338411585625295,0.013795848459795423
0.3338187834861271,0.7458648671800564
0.33381132512732625,0.9898878734201435
0.33382624184492793,0.5018418609399694
